code,name,name_kana,name_romaji
18201,福井市,フクイシ,FUKUI SHI
18202,敦賀市,ツルガシ,TSURUGA SHI
18204,小浜市,オバマシ,OBAMA SHI
18205,大野市,オオノシ,ONO SHI
18206,勝山市,カツヤマシ,KATSUYAMA SHI
18207,鯖江市,サバエシ,SABAE SHI
18208,あわら市,アワラシ,AWARA SHI
18209,越前市,エチゼンシ,ECHIZEN SHI
18210,坂井市,サカイシ,SAKAI SHI
18322,吉田郡永平寺町,ヨシダグンエイヘイジチョウ,YOSHIDA GUN EIHEIJI CHO
18382,今立郡池田町,イマダテグンイケダチョウ,IMADATE GUN IKEDA CHO
18404,南条郡南越前町,ナンジョウグンミナミエチゼンチョウ,NANJO GUN MINAMIECHIZEN CHO
18423,丹生郡越前町,ニュウグンエチゼンチョウ,NYU GUN ECHIZEN CHO
18442,三方郡美浜町,ミカタグンミハマチョウ,MIKATA GUN MIHAMA CHO
18481,大飯郡高浜町,オオイグンタカハマチョウ,OI GUN TAKAHAMA CHO
18483,大飯郡おおい町,オオイグンオオイチョウ,OI GUN OI CHO
18501,三方上中郡若狭町,ミカタカミナカグンワカサチョウ,MIKATAKAMINAKA GUN WAKASA CHO
